"INSEE","NOMCLAIR","CP","NOMSIMPLE","REGION","DEPARTEMENT","MEN","POP","MENarr","POParr"
"72254","Rouessé-Fontaine","72610","ROUESSE FONTAINE                      ",52,72,"117,0337078652","275,8651685393",117,276
"72255","Rouessé-Vassé","72140","ROUESSE VASSE                         ",52,72,"327,0671550672","811,7924297924",327,812
"72256","Rouez","72140","ROUEZ                                 ",52,72,"302,8277634961","753,0848329049",303,753
"72257","Rouillon","72700","ROUILLON                              ",52,72,836,2160,836,2160
"72258","Roullée","72600","ROULLEE                               ",52,72,"98,3673469388","243,9510204082",98,244
"72259","Rouperroux-le-Coquet","72110","ROUPERROUX LE COQUET                  ",52,72,116,308,116,308
"72260","Ruaudin","72230","RUAUDIN                               ",52,72,"1314,1164122173","3217,6183658057",1314,3218
"72261","Ruillé-en-Champagne","72240","RUILLE EN CHAMPAGNE                   ",52,72,"128,1849710983","334,0578034682",128,334
"72262","Ruillé-sur-Loir","72340","RUILLE SUR LOIR                       ",52,72,"490,8974865677","1026,0562219244",491,1026
"72264","Sablé-sur-Sarthe","72300","SABLE SUR SARTHE                      ",52,72,"5828,9362958439","11888,0489387408",5829,11888
"72265","Saint-Aignan","72110","SAINT AIGNAN                             ",52,72,"112,9701492537","264,8955223881",113,265
"72266","Saint-Aubin-de-Locquenay","72130","SAINT AUBIN DE LOCQUENAY                 ",52,72,"319,397080292","686,7547445255",319,687
"72267","Saint-Aubin-des-Coudrais","72400","SAINT AUBIN DES COUDRAIS                 ",52,72,"393,132972973","942,9048648649",393,943
"72268","Saint-Biez-en-Belin","72220","SAINT BIEZ EN BELIN                      ",52,72,"259,6403872752","703,0262793914",260,703
"72269","Saint-Calais","72120","SAINT CALAIS                             ",52,72,"1574,2005849232","2967,1901511755",1574,2967
"72270","Saint-Calez-en-Saosnois","72600","SAINT CALEZ EN SAOSNOIS                  ",52,72,72,164,72,164
"72271","Saint-Célerin","72110","SAINT CELERIN                            ",52,72,"301,6673988987","831,6236402071",302,832
"72272","Sainte-Cérotte","72120","STE CEROTTE                           ",52,72,"148,9278996865","317,9811912226",149,318
"72273","Saint-Christophe-du-Jambet","72170","SAINT CHRISTOPHE DU JAMBET               ",52,72,"93,7607655502","207,9043062201",94,208
"72274","Saint-Christophe-en-Champagne","72540","SAINT CHRISTOPHE EN CHAMPAGNE            ",52,72,80,208,80,208
"72275","Saint-Corneille","72460","SAINT CORNEILLE                          ",52,72,"465,1158072697","1271,6010143703",465,1272
"72276","Saint-Cosme-en-Vairais","72110","SAINT COSME EN VAIRAIS                   ",52,72,"914,8314944835","1980,9658976931",915,1981
"72277","Saint-Denis-des-Coudrais","72110","SAINT DENIS DES COUDRAIS                 ",52,72,48,116,48,116
"72278","Saint-Denis-d'Orques","72350","SAINT DENIS D ORQUES                     ",52,72,"367,402299842","829,0652480399",367,829
"72279","Saint-Georges-de-la-Couée","72150","SAINT GEORGES DE LA COUEE                ",52,72,84,164,84,164
"72280","Saint-Georges-du-Bois","72700","SAINT GEORGES DU BOIS                    ",52,72,"768,8949017065","1923,6916582419",769,1924
"72281","Saint-Georges-du-Rosay","72110","SAINT GEORGES DU ROSAY                   ",52,72,"187,1255813953","437,9534883721",187,438
"72282","Saint-Georges-le-Gaultier","72130","SAINT GEORGES LE GAULTIER                ",52,72,"233,3079847909","521,9771863118",233,522
"72283","Saint-Germain-d'Arcé","72800","SAINT GERMAIN D ARCE                     ",52,72,"165,8769699633","385,2626399147",166,385
"72284","Saint-Germain-sur-Sarthe","72130","SAINT GERMAIN SUR SARTHE                 ",52,72,"216,9123328944","581,7194382167",217,582
"72286","Saint-Gervais-de-Vic","72120","SAINT GERVAIS DE VIC                     ",52,72,"161,6834170854","382,1608040201",162,382
"72287","Saint-Gervais-en-Belin","72220","SAINT GERVAIS EN BELIN                   ",52,72,"796,8691544639","2112,0028341993",797,2112
"72288","Saint-Hilaire-le-Lierru","72160","SAINT HILAIRE LE LIERRU                  ",52,72,"55,1824817518","134,0145985401",55,134
"72289","Sainte-Jamme-sur-Sarthe","72380","STE JAMME SUR SARTHE                  ",52,72,"818,0061853693","2018,8231471429",818,2019
"72290","Saint-Jean-d'Assé","72380","SAINT JEAN D ASSE                        ",52,72,596,1612,596,1612
"72291","Saint-Jean-de-la-Motte","72510","SAINT JEAN DE LA MOTTE                   ",52,72,"381,3966101695","874,0338983051",381,874
"72292","Saint-Jean-des-Échelles","72320","SAINT JEAN DES ECHELLES                  ",52,72,"96,3764705882","252,9882352941",96,253
"72293","Saint-Jean-du-Bois","72430","SAINT JEAN DU BOIS                       ",52,72,"212,4938508309","573,3324654493",212,573
"72294","Saint-Léonard-des-Bois","72130","SAINT LEONARD DES BOIS                   ",52,72,"246,5637860082","519,9279835391",247,520
"72295","Saint-Longis","72600","SAINT LONGIS                             ",52,72,"214,7727272727","521,0227272727",215,521
"72296","Saint-Maixent","72320","SAINT MAIXENT                            ",52,72,"310,1788617886","763,2032520325",310,763
"72297","Saint-Marceau","72170","SAINT MARCEAU                            ",52,72,"205,2413793103","507,0669371197",205,507
"72298","Saint-Mars-de-Locquenay","72440","SAINT MARS DE LOCQUENAY                  ",52,72,"209,1690871322","528,8425976551",209,529
"72299","Saint-Mars-d'Outillé","72220","SAINT MARS D OUTILLE                     ",52,72,"886,462882381","2317,1727437123",886,2317
"72300","Saint-Mars-la-Brière","72470","SAINT MARS LA BRIERE                     ",52,72,"1032,018383761","2513,1558789736",1032,2513
"72301","Saint-Mars-sous-Ballon","72290","SAINT MARS SOUS BALLON                   ",52,72,"334,7261761158","849,0615199035",335,849
"72302","Saint-Martin-des-Monts","72400","SAINT MARTIN DES MONTS                   ",52,72,"71,2","174,0444444444",71,174
"72303","Saint-Michel-de-Chavaignes","72440","SAINT MICHEL DE CHAVAIGNES               ",52,72,"346,7783641161","782,8469656992",347,783
"72304","Sainte-Osmane","72120","STE OSMANE                            ",52,72,"85,3621621622","186,9837837838",85,187
"72305","Saint-Ouen-de-Mimbré","72130","SAINT OUEN DE MIMBRE                     ",52,72,"388,6919831224","955,1898734177",389,955
"72306","Saint-Ouen-en-Belin","72220","SAINT OUEN EN BELIN                      ",52,72,"500,8972392638","1334,0222392638",501,1334
"72307","Saint-Ouen-en-Champagne","72350","SAINT OUEN EN CHAMPAGNE                  ",52,72,84,216,84,216
"72308","Saint-Paterne","72610","SAINT PATERNE                            ",52,72,"671,2301616821","1539,2872128801",671,1539
"72309","Saint-Paul-le-Gaultier","72130","SAINT PAUL LE GAULTIER                   ",52,72,"132,2260273973","300,051369863",132,300
"72310","Saint-Pavace","72190","SAINT PAVACE                             ",52,72,"736,5946444701","1902,5412474817",737,1903
"72311","Saint-Pierre-de-Chevillé","72500","SAINT PIERRE DE CHEVILLE                 ",52,72,164,"373,1",164,373
"72312","Saint-Pierre-des-Bois","72430","SAINT PIERRE DES BOIS                    ",52,72,"81,4655172414",225,81,225
"72313","Saint-Pierre-des-Ormes","72600","SAINT PIERRE DES ORMES                   ",52,72,92,232,92,232
"72314","Saint-Pierre-du-Lorouër","72150","SAINT PIERRE DU LOROUER                  ",52,72,152,336,152,336
"72315","Saint-Rémy-de-Sillé","72140","SAINT REMY DE SILLE                      ",52,72,"353,1017964072","822,6107784431",353,823
"72316","Saint-Rémy-des-Monts","72600","SAINT REMY DES MONTS                     ",52,72,"283,1622418879","666,0294985251",283,666
"72317","Saint-Rémy-du-Val","72600","SAINT REMY DU VAL                        ",52,72,"239,1366906475","546,0287769784",239,546
"72318","Saint-Rigomer-des-Bois","72610","SAINT RIGOMER DES BOIS                   ",52,72,"186,1565217391","434,3652173913",186,434
"72319","Sainte-Sabine-sur-Longève","72380","STE SABINE SUR LONGEVE                ",52,72,"268,9156626506","721,9277108434",269,722
"72320","Saint-Saturnin","72650","SAINT SATURNIN                           ",52,72,"902,4407880384","2303,3050034412",902,2303
"72321","Saint-Symphorien","72240","SAINT SYMPHORIEN                         ",52,72,"227,1531841652","571,7659208262",227,572
"72322","Saint-Ulphace","72320","SAINT ULPHACE                            ",52,72,"106,1224489796","257,1428571429",106,257
"72323","Saint-Victeur","72130","SAINT VICTEUR                            ",52,72,"172,2562929062","470,5537757437",172,471
"72324","Saint-Vincent-des-Prés","72600","SAINT VINCENT DES PRES                   ",52,72,"195,8247011952","514,0398406375",196,514
"72325","Saint-Vincent-du-Lorouër","72150","SAINT VINCENT DU LOROUER                 ",52,72,"429,6633350491","886,6402317395",430,887
"72326","Saosnes","72600","SAOSNES                               ",52,72,"80,7692307692","214,0384615385",81,214
"72327","Sarcé","72360","SARCE                                 ",52,72,"123,164983165","294,0067340067",123,294
"72328","Sargé-lès-le-Mans","72190","SARGE LES LE MANS                     ",52,72,"1384,8737652748","3494,5593832408",1385,3495
"72329","Savigné-l'Évêque","72460","SAVIGNE L EVEQUE                      ",52,72,1628,4016,1628,4016
"72330","Savigné-sous-le-Lude","72800","SAVIGNE SOUS LE LUDE                  ",52,72,180,420,180,420
"72331","Sceaux-sur-Huisne","72160","SCEAUX SUR HUISNE                     ",52,72,"229,5916230366","567,9371727749",230,568
"72332","Ségrie","72170","SEGRIE                                ",52,72,"248,0004614957","580,0010793044",248,580
"72333","Semur-en-Vallon","72390","SEMUR EN VALLON                       ",52,72,"196,4462898164","436,1107633923",196,436
"72334","Sillé-le-Guillaume","72140","SILLE LE GUILLAUME                    ",52,72,"1079,9862580787","2158,8927623862",1080,2159
"72335","Sillé-le-Philippe","72460","SILLE LE PHILIPPE                     ",52,72,"434,8087431694","1085,0273224044",435,1085
"72336","Solesmes","72300","SOLESMES                              ",52,72,"549,8679743934","1174,6206923812",550,1175
"72337","Sougé-le-Ganelon","72130","SOUGE LE GANELON                      ",52,72,"381,7227268721","860,8237003952",382,861
"72338","Souillé","72380","SOUILLE                               ",52,72,"237,2631578947","670,5263157895",237,671
"72339","Souligné-Flacé","72210","SOULIGNE FLACE                        ",52,72,"249,938718663","710,7632311978",250,711
"72340","Souligné-sous-Ballon","72290","SOULIGNE SOUS BALLON                  ",52,72,"441,5344023288","1143,9754969428",442,1144
"72341","Soulitré","72370","SOULITRE                              ",52,72,"252,1969230769","679,3046153846",252,679
"72342","Souvigné-sur-Même","72400","SOUVIGNE SUR MEME                     ",52,72,"71,2131147541","181,9890710383",71,182
"72343","Souvigné-sur-Sarthe","72300","SOUVIGNE SUR SARTHE                   ",52,72,"223,2512315271","612,9261083744",223,613
"72344","Spay","72700","SPAY                                  ",52,72,"1125,9603037625","2882,9751467035",1126,2883
"72345","Surfonds","72370","SURFONDS                              ",52,72,136,340,136,340
"72346","La Suze-sur-Sarthe","72210","LA SUZE SUR SARTHE                    ",52,72,1908,4356,1908,4356
"72347","Tassé","72430","TASSE                                 ",52,72,"102,3647798742","291,3459119497",102,291
"72348","Tassillé","72540","TASSILLE                              ",52,72,"55,2222222222","145,9444444444",55,146
"72349","Teillé","72290","TEILLE                                ",52,72,208,496,208,496
"72350","Teloché","72220","TELOCHE                               ",52,72,"1137,6198543578","3046,1863627333",1138,3046
"72351","Tennie","72240","TENNIE                                ",52,72,420,1032,420,1032
"72352","Terrehault","72110","TERREHAULT                            ",52,72,"59,8872180451","146,1654135338",60,146
"72353","Théligny","72320","THELIGNY                              ",52,72,96,224,96,224
"72354","Thoigné","72260","THOIGNE                               ",52,72,"67,5853658537","166,9756097561",68,167
"72355","Thoiré-sous-Contensor","72610","THOIRE SOUS CONTENSOR                 ",52,72,"40,5681818182","104,3181818182",41,104
"72356","Thoiré-sur-Dinan","72500","THOIRE SUR DINAN                      ",52,72,"165,5543154642","413,8857886604",166,414
"72357","Thorée-les-Pins","72800","THOREE LES PINS                       ",52,72,"290,284137931","698,2510344828",290,698
"72358","Thorigné-sur-Dué","72160","THORIGNE SUR DUE                      ",52,72,"638,2804919188","1494,0193217783",638,1494
"72359","Torcé-en-Vallée","72110","TORCE EN VALLEE                       ",52,72,"514,7119645495","1339,8227474151",515,1340
"72360","Trangé","72650","TRANGE                                ",52,72,"480,8087912088","1355,0065934066",481,1355
"72361","Tresson","72440","TRESSON                               ",52,72,"216,3656387665","472,0704845815",216,472
"72362","Le Tronchet","72170","LE TRONCHET                           ",52,72,56,140,56,140
"72363","Tuffé","72160","TUFFE                                 ",52,72,"704,4464291318","1581,9854094216",704,1582
