"INSEE","NOMCLAIR","CP","NOMSIMPLE","REGION","DEPARTEMENT","MEN","POP","MENarr","POParr"
"15217","Saint-Victor","15150","SAINT VICTOR                             ",83,15,44,100,44,100
"15218","Saint-Vincent-de-Salers","15380","SAINT VINCENT DE SALERS                  ",83,15,"42,3529411765","68,8235294118",42,69
"15219","Salers","15140","SALERS                                ",83,15,"151,4849610817","299,0856923921",151,299
"15220","Salins","15200","SALINS                                ",83,15,72,164,72,164
"15221","Sansac-de-Marmiesse","15130","SANSAC DE MARMIESSE                   ",83,15,"515,5579697703","1286,8651686393",516,1287
"15222","Sansac-Veinazès","15120","SANSAC VEINAZES                       ",83,15,"104,4705882353","237,0678733032",104,237
"15223","Sauvat","15240","SAUVAT                                ",83,15,88,188,88,188
"15224","La Ségalassière","15290","LA SEGALASSIERE                       ",83,15,"55,0894308943","121,9837398374",55,122
"15225","Ségur-les-Villas","15300","SEGUR LES VILLAS                      ",83,15,"107,0484581498","229,9559471366",107,230
"15226","Sénezergues","15340","SENEZERGUES                           ",83,15,"96,4923076923","205,0461538462",96,205
"15227","Sériers","15100","SERIERS                               ",83,15,60,125,60,125
"15228","Siran","15150","SIRAN                                 ",83,15,"234,8178137652","493,9271255061",235,494
"15229","Soulages","15100","SOULAGES                              ",83,15,"39,5505617978","90,9662921348",40,91
"15230","Sourniac","15200","SOURNIAC                              ",83,15,84,204,84,204
"15231","Talizat","15170","TALIZAT                               ",83,15,"241,7156364441","606,3375287073",242,606
"15232","Tanavelle","15100","TANAVELLE                             ",83,15,100,244,100,244
"15233","Teissières-de-Cornet","15250","TEISSIERES DE CORNET                  ",83,15,"97,7338129496","239,8920863309",98,240
"15234","Teissières-lès-Bouliès","15130","TEISSIERES LES BOULIES                ",83,15,"135,1446540881","317,9874213836",135,318
"15235","Les Ternes","15100","LES TERNES                            ",83,15,"241,6834782609","595,8747826087",242,596
"15236","Thiézac","15800","THIEZAC                               ",83,15,"293,88904141","624,0141284308",294,624
"15237","Tiviers","15100","TIVIERS                               ",83,15,"64,3902439024","173,0487804878",64,173
"15238","Tournemire","15310","TOURNEMIRE                            ",83,15,"77,7674418605","147,3488372093",78,147
"15240","Trémouille","15270","TREMOUILLE                            ",83,15,100,180,100,180
"15241","La Trinitat","15110","LA TRINITAT                           ",83,15,20,40,20,40
"15242","Le Trioulou","15600","LE TRIOULOU                           ",83,15,"45,2571428571","101,8285714286",45,102
"15243","Trizac","15400","TRIZAC                                ",83,15,"237,385518591","494,8884540117",237,495
"15244","Ussel","15300","USSEL                                 ",83,15,188,472,188,472
"15245","Vabres","15100","VABRES                                ",83,15,"95,8333333333","234,7916666667",96,235
"15246","Valette","15400","VALETTE                               ",83,15,"108,3664122137","270,9160305344",108,271
"15247","Valjouze","15170","VALJOUZE                              ",83,15,"8,347826087","20,8695652174",8,21
"15248","Valuéjols","15300","VALUEJOLS                             ",83,15,"246,1992619926","558,0516605166",246,558
"15249","Le Vaulmier","15380","LE VAULMIER                           ",83,15,"30,6285714286","61,2571428571",31,61
"15250","Vebret","15240","VEBRET                                ",83,15,"217,7668711656","491,9918200409",218,492
"15251","Védrines-Saint-Loup","15100","VEDRINES SAINT LOUP                      ",83,15,"67,0354609929","138,0141843972",67,138
"15252","Velzic","15590","VELZIC                                ",83,15,"170,1319796954","392,923857868",170,393
"15253","Vernols","15160","VERNOLS                               ",83,15,40,68,40,68
"15254","Veyrières","15350","VEYRIERES                             ",83,15,"60,2155172414","125,9051724138",60,126
"15255","Vézac","15130","VEZAC                                 ",83,15,"476,2925110132","1205,4837004405",476,1205
"15256","Vèze","15160","VEZE                                  ",83,15,"36,5538461538","56,8615384615",37,57
"15257","Vezels-Roussy","15130","VEZELS ROUSSY                         ",83,15,"62,693877551","129,306122449",63,129
"15258","Vic-sur-Cère","15800","VIC SUR CERE                          ",83,15,"934,9979788949","1889,9745470825",935,1890
"15259","Vieillespesse","15500","VIEILLESPESSE                         ",83,15,108,272,108,272
"15260","Vieillevie","15120","VIEILLEVIE                            ",83,15,56,104,56,104
"15261","Le Vigean","15200","LE VIGEAN                             ",83,15,392,836,392,836
"15262","Villedieu","15100","VILLEDIEU                             ",83,15,212,512,212,512
"15263","Virargues","15300","VIRARGUES                             ",83,15,"53,6170212766","134,0425531915",54,134
"15264","Vitrac","15220","VITRAC                                ",83,15,128,280,128,280
"15265","Ydes","15210","YDES                                  ",83,15,"843,3792771208","1727,3056348724",843,1727
"15266","Yolet","15130","YOLET                                 ",83,15,"231,6577540107","556,7914438503",232,557
"15267","Ytrac","15000","YTRAC                                 ",83,15,"1543,0384605818","3924,731854599",1543,3925
"15267","Ytrac","15130","YTRAC                                 ",83,15,"1543,0384605818","3924,731854599",1543,3925
"15268","Le Rouget","15290","LE ROUGET                             ",83,15,412,892,412,892
"15269","Besse","15140","BESSE                                 ",83,15,60,125,60,125
"16001","Abzac","16500","ABZAC                                 ",54,16,"214,4324782811","439,9389343139",214,440
"16002","Les Adjots","16700","LES ADJOTS                            ",54,16,"215,0858983354","504,624607633",215,505
"16003","Agris","16110","AGRIS                                 ",54,16,"358,7081339713",833,359,833
"16004","Aignes-et-Puypéroux","16190","AIGNES ET PUYPEROUX                   ",54,16,"108,8444516333","278,1580430628",109,278
"16005","Aigre","16140","AIGRE                                 ",54,16,484,940,484,940
"16007","Alloue","16490","ALLOUE                                ",54,16,"273,7272312066","518,5847934969",274,519
"16008","Ambérac","16140","AMBERAC                               ",54,16,144,332,144,332
"16009","Ambernac","16490","AMBERNAC                              ",54,16,"182,7956989247","381,7204301075",183,382
"16010","Ambleville","16300","AMBLEVILLE                            ",54,16,"83,6290322581","172,1774193548",84,172
"16011","Anais","16560","ANAIS                                 ",54,16,"255,4344122658","601,0817717206",255,601
"16012","Angeac-Champagne","16130","ANGEAC CHAMPAGNE                      ",54,16,204,516,204,516
"16013","Angeac-Charente","16120","ANGEAC CHARENTE                       ",54,16,148,360,148,360
"16014","Angeduc","16300","ANGEDUC                               ",54,16,"56,4087591241","141,0218978102",56,141
"16015","Angoulême","16000","ANGOULEME                             ",54,16,"22110,6306835055","40834,9884350215",22111,40835
"16016","Ansac-sur-Vienne","16500","ANSAC SUR VIENNE                      ",54,16,"388,1638554217","853,1518072289",388,853
"16017","Anville","16170","ANVILLE                               ",54,16,"83,5882352941","199,0196078431",84,199
"16018","Ars","16130","ARS                                   ",54,16,"304,6476190476","739,8585034014",305,740
"16019","Asnières-sur-Nouère","16290","ASNIERES SUR NOUERE                   ",54,16,"502,5195020747","1198,9244813278",503,1199
"16020","Aubeterre-sur-Dronne","16390","AUBETERRE SUR DRONNE                  ",54,16,"159,0996347632","338,0867238717",159,338
"16021","Aubeville","16250","AUBEVILLE                             ",54,16,"65,7066666667","160,16",66,160
"16023","Aunac","16460","AUNAC                                 ",54,16,"153,3014925373","331,4626865672",153,331
"16024","Aussac-Vadalle","16560","AUSSAC VADALLE                        ",54,16,212,516,212,516
"16025","Baignes-Sainte-Radegonde","16360","BAIGNES SAINTE RADEGONDE                 ",54,16,"571,4307520297","1248,8689757258",571,1249
"16026","Balzac","16430","BALZAC                                ",54,16,"545,4612432847","1314,8058326938",545,1315
"16027","Barbezières","16140","BARBEZIERES                           ",54,16,"58,0634920635","111,2063492063",58,111
"16028","Barbezieux-Saint-Hilaire","16300","BARBEZIEUX SAINT HILAIRE                 ",54,16,"2224,213621898","4436,0744138058",2224,4436
"16029","Bardenac","16210","BARDENAC                              ",54,16,"106,0553359684","261,0592885375",106,261
"16030","Barret","16300","BARRET                                ",54,16,"400,7085557387","926,6983067085",401,927
"16031","Barro","16700","BARRO                                 ",54,16,"161,744949495","362,7297979798",162,363
"16032","Bassac","16120","BASSAC                                ",54,16,"227,6018832571","548,6831114235",228,549
"16033","Bayers","16460","BAYERS                                ",54,16,"60,5462184874","126,5966386555",61,127
"16034","Bazac","16210","BAZAC                                 ",54,16,"72,9113924051","153,9240506329",73,154
"16035","Beaulieu-sur-Sonnette","16450","BEAULIEU SUR SONNETTE                 ",54,16,124,252,124,252
"16036","Bécheresse","16250","BECHERESSE                            ",54,16,"113,4933333333","291,84",113,292
"16037","Bellon","16210","BELLON                                ",54,16,"71,3125",163,71,163
"16038","Benest","16350","BENEST                                ",54,16,"175,6484848485","347,2121212121",176,347
"16039","Bernac","16700","BERNAC                                ",54,16,"207,5684647303","489,9813278008",208,490
"16040","Berneuil","16480","BERNEUIL                              ",54,16,"127,1496213184","294,0334992988",127,294
"16041","Bessac","16250","BESSAC                                ",54,16,68,116,68,116
"16042","Bessé","16140","BESSE                                 ",54,16,"65,3913043478","147,1304347826",65,147
"16043","Bignac","16170","BIGNAC                                ",54,16,"93,2321428571","231,0535714286",93,231
"16044","Bioussac","16700","BIOUSSAC                              ",54,16,"102,6315789474","232,8947368421",103,233
"16045","Birac","16120","BIRAC                                 ",54,16,"137,033033033","362,4744744745",137,362
"16046","Blanzac-Porcheresse","16250","BLANZAC PORCHERESSE                   ",54,16,"389,5526520855","806,5534585185",390,807
"16047","Blanzaguet-Saint-Cybard","16320","BLANZAGUET SAINT CYBARD                  ",54,16,"107,1818181818","273,9090909091",107,274
"16048","Boisbreteau","16480","BOISBRETEAU                           ",54,16,"60,6666666667","116,6666666667",61,117
"16049","Bonnes","16390","BONNES                                ",54,16,"187,625","409,8125",188,410
"16050","Bonneuil","16120","BONNEUIL                              ",54,16,"109,0855018587","257,1301115242",109,257
"16051","Bonneville","16170","BONNEVILLE                            ",54,16,68,160,68,160
"16052","Bors (Canton de Montmoreau-Saint-C","16190","BORS DE MONTMOREAU                    ",54,16,"114,5795918367","241,012244898",115,241
"16053","Bors (Canton de Baignes-Sainte-Rad","16360","BORS DE BAIGNES                       ",54,16,"58,2352941176","132,3529411765",58,132
"16054","Le Bouchage","16350","LE BOUCHAGE                           ",54,16,"77,9612903226","147,7161290323",78,148
"16055","Bouëx","16410","BOUEX                                 ",54,16,376,928,376,928
"16056","Bourg-Charente","16200","BOURG CHARENTE                        ",54,16,"308,6822172992","735,1510701469",309,735
"16057","Bouteville","16120","BOUTEVILLE                            ",54,16,"150,8282208589","322,9141104294",151,323
"16058","Boutiers-Saint-Trojan","16100","BOUTIERS SAINT TROJAN                    ",54,16,612,1448,612,1448
"16059","Brettes","16240","BRETTES                               ",54,16,"79,136091984","185,9698161625",79,186
"16060","Bréville","16370","BREVILLE                              ",54,16,201,479,201,479
"16061","Brie","16590","BRIE                                  ",54,16,1472,3844,1472,3844
"16062","Brie-sous-Barbezieux","16300","BRIE SOUS BARBEZIEUX                  ",54,16,"38,6324786325","84,9914529915",39,85
"16063","Brie-sous-Chalais","16210","BRIE SOUS CHALAIS                     ",54,16,"70,5030674847","161,7423312883",71,162
"16064","Brigueuil","16420","BRIGUEUIL                             ",54,16,"465,3918070341","1011,0235807983",465,1011
"16065","Brillac","16500","BRILLAC                               ",54,16,"281,1396613715","613,7555987688",281,614
"16066","Brossac","16480","BROSSAC                               ",54,16,"264,8025723549","515,8902704444",265,516
"16067","Bunzac","16110","BUNZAC                                ",54,16,200,476,200,476
"16068","Cellefrouin","16260","CELLEFROUIN                           ",54,16,"246,374340949","557,0632688928",246,557
"16069","Cellettes","16230","CELLETTES                             ",54,16,"194,6853146853","438,041958042",195,438
"16070","Chabanais","16150","CHABANAIS                             ",54,16,"910,6394719996","1802,3072883325",911,1802
"16071","Chabrac","16150","CHABRAC                               ",54,16,"252,6584507042","565,9947183099",253,566
"16072","Chadurie","16250","CHADURIE                              ",54,16,"209,5123118158","503,6353649419",210,504
"16073","Chalais","16210","CHALAIS                               ",54,16,"870,5374602406","1656,7638245653",871,1657
"16074","Challignac","16300","CHALLIGNAC                            ",54,16,"129,5310180336","287,8467067413",130,288
"16075","Champagne-Vigny","16250","CHAMPAGNE VIGNY                       ",54,16,"101,8775510204","258,9387755102",102,259
"16076","Champagne-Mouton","16350","CHAMPAGNE MOUTON                      ",54,16,"449,9492842583","915,9681858114",450,916
"16077","Champmillon","16290","CHAMPMILLON                           ",54,16,200,528,200,528
"16078","Champniers","16430","CHAMPNIERS                            ",54,16,2148,5172,2148,5172
"16079","Chantillac","16360","CHANTILLAC                            ",54,16,"129,8013086788","292,0529445272",130,292
"16081","La Chapelle","16140","LA CHAPELLE                           ",54,16,92,212,92,212
"16082","Charmant","16320","CHARMANT                              ",54,16,"145,6842105263","348,8753462604",146,349
"16083","Charmé","16140","CHARME                                ",54,16,"175,3725490196","343,6078431373",175,344
"16084","Charras","16380","CHARRAS                               ",54,16,"160,6630434783","366,6413043478",161,367
"16085","Chasseneuil-sur-Bonnieure","16260","CHASSENEUIL SUR BONNIEURE             ",54,16,"1419,8820698599","2954,1198735051",1420,2954
"16086","Chassenon","16150","CHASSENON                             ",54,16,"388,7918088737","860,0546075085",389,860
"16087","Chassiecq","16350","CHASSIECQ                             ",54,16,"76,4606060606","169,0181818182",76,169
"16088","Chassors","16200","CHASSORS                              ",54,16,"466,2274368231",1123,466,1123
"16089","Châteaubernard","16100","CHATEAUBERNARD                        ",54,16,"1687,1781775974","3475,7492745215",1687,3476
"16090","Châteauneuf-sur-Charente","16120","CHATEAUNEUF SUR CHARENTE              ",54,16,"1522,0138746812","3259,3061464281",1522,3259
"16091","Châtignac","16480","CHATIGNAC                             ",54,16,"92,2352941176","192,8556149733",92,193
"16092","Chavenat","16320","CHAVENAT                              ",54,16,"85,5849056604","224,1509433962",86,224
"16093","Chazelles","16380","CHAZELLES                             ",54,16,625,"1495,9677419355",625,1496
"16094","Chenommet","16460","CHENOMMET                             ",54,16,68,152,68,152
"16095","Chenon","16460","CHENON                                ",54,16,"66,6490066225","137,2185430464",67,137
"16096","Cherves-Châtelars","16310","CHERVES CHATELARS                     ",54,16,"195,2621359223",419,195,419
"16097","Cherves-Richemont","16370","CHERVES RICHEMONT                     ",54,16,"1047,3314530138","2357,4913314987",1047,2357
"16098","La Chèvrerie","16240","LA CHEVRERIE                          ",54,16,"58,2352941176","135,8823529412",58,136
"16099","Chillac","16480","CHILLAC                               ",54,16,92,204,92,204
"16100","Chirac","16150","CHIRAC                                ",54,16,"335,5453315291","769,299052774",336,769
"16101","Claix","16440","CLAIX                                 ",54,16,"395,0512820513","989,7521367521",395,990
"16102","Cognac","16100","COGNAC                                ",54,16,"9837,7098595467","18134,9910044853",9838,18135
"16103","Combiers","16320","COMBIERS                              ",54,16,56,116,56,116
"16104","Condac","16700","CONDAC                                ",54,16,200,456,200,456
"16105","Condéon","16360","CONDEON                               ",54,16,"248,8717047452","586,0527240773",249,586
"16106","Confolens","16500","CONFOLENS                             ",54,16,1216,2388,1216,2388
"16107","Coulgens","16560","COULGENS                              ",54,16,"222,056710775","520,0302457467",222,520
"16108","Coulonges","16330","COULONGES                             ",54,16,60,148,60,148
"16109","Courbillac","16200","COURBILLAC                            ",54,16,"267,5818698658","668,9546746644",268,669
"16110","Courcôme","16240","COURCOME                              ",54,16,"182,6024096386","397,6674698795",183,398
"16111","Courgeac","16190","COURGEAC                              ",54,16,"85,2352941176","223,2352941176",85,223
"16112","Courlac","16210","COURLAC                               ",54,16,"40,7272727273","75,6363636364",41,76
"16113","La Couronne","16400","LA COURONNE                           ",54,16,3484,7160,3484,7160
"16114","Couture","16460","COUTURE                               ",54,16,"78,7974683544","178,6075949367",79,179
"16115","Cressac-Saint-Genis","16250","CRESSAC SAINT GENIS                      ",54,16,64,156,64,156
"16116","Criteuil-la-Magdeleine","16300","CRITEUIL LA MAGDELEINE                ",54,16,184,452,184,452
"16117","Curac","16210","CURAC                                 ",54,16,"50,4098360656","110,9016393443",50,111
"16118","Deviat","16190","DEVIAT                                ",54,16,"74,8993288591","174,7651006711",75,175
"16119","Dignac","16410","DIGNAC                                ",54,16,"574,2135940238","1297,1514636867",574,1297
"16120","Dirac","16410","DIRAC                                 ",54,16,"596,79991391","1469,5943272563",597,1470
"16121","Douzat","16290","DOUZAT                                ",54,16,"181,8976545842","435,5970149254",182,436
"16122","Ébréon","16140","EBREON                                ",54,16,76,168,76,168
"16123","Échallat","16170","ECHALLAT                              ",54,16,"210,5417515275","489,9144602851",211,490
"16124","Écuras","16220","ECURAS                                ",54,16,"295,7707979626","608,0305602716",296,608
"16125","Édon","16320","EDON                                  ",54,16,"127,0111005952","265,9294918712",127,266
"16127","Empuré","16240","EMPURE                                ",54,16,"51,1698113208","102,3396226415",51,102
"16128","Épenède","16490","EPENEDE                               ",54,16,92,192,92,192
"16129","Éraville","16120","ERAVILLE                              ",54,16,"94,6411483254","213,971291866",95,214
"16130","Les Essards","16210","LES ESSARDS                           ",54,16,"92,2352941176","199,8431372549",92,200
"16131","Esse","16500","ESSE                                  ",54,16,"239,1387452595","484,157951468",239,484
"16132","Étagnac","16150","ETAGNAC                               ",54,16,412,884,412,884
"16133","Étriac","16250","ETRIAC                                ",54,16,"88,6699507389","201,9704433498",89,202
"16134","Exideuil","16150","EXIDEUIL                              ",54,16,472,1052,472,1052
"16135","Eymouthiers","16220","EYMOUTHIERS                           ",54,16,"132,6712328767","301,0616438356",133,301
"16136","La Faye","16700","LA FAYE                               ",54,16,"265,8830963665","623,0394944708",266,623
"16137","Feuillade","16380","FEUILLADE                             ",54,16,"130,2032786885","291,0426229508",130,291
"16138","Fléac","16730","FLEAC                                 ",54,16,"1492,2686561627","3547,0406240545",1492,3547
"16139","Fleurac","16200","FLEURAC                               ",54,16,"85,9699355473","199,293941496",86,199
"16140","Fontclaireau","16230","FONTCLAIREAU                          ",54,16,"152,7402538963","373,8355991303",153,374
"16141","Fontenille","16230","FONTENILLE                            ",54,16,156,344,156,344
"16142","La Forêt-de-Tessé","16240","LA FORET DE TESSE                     ",54,16,"97,1563981043","209,8578199052",97,210
"16143","Fouquebrune","16410","FOUQUEBRUNE                           ",54,16,"279,5776772247","662,9984917044",280,663
"16144","Fouqueure","16140","FOUQUEURE                             ",54,16,"180,9387755102","390,6632653061",181,391
"16145","Foussignac","16200","FOUSSIGNAC                            ",54,16,240,588,240,588
"16146","Garat","16410","GARAT                                 ",54,16,788,1956,788,1956
"16147","Gardes-le-Pontaroux","16320","GARDES LE PONTAROUX                   ",54,16,"108,1078627708","266,408661828",108,266
"16148","Genac","16170","GENAC                                 ",54,16,"332,9790605299","739,0510855663",333,739
"16149","Genouillac","16270","GENOUILLAC                            ",54,16,"249,0229885057","609,8522167488",249,610
"16150","Gensac-la-Pallue","16130","GENSAC LA PALLUE                      ",54,16,680,1596,680,1596
"16151","Genté","16130","GENTE                                 ",54,16,"364,4104217195","884,9967384616",364,885
"16152","Gimeux","16130","GIMEUX                                ",54,16,"299,7051460362","716,8623087622",300,717
"16153","Gondeville","16200","GONDEVILLE                            ",54,16,220,508,220,508
"16154","Gond-Pontouvre","16160","GOND PONTOUVRE                        ",54,16,"2767,6570271504","5629,1830862369",2768,5629
"16155","Les Gours","16140","LES GOURS                             ",54,16,52,128,52,128
"16156","Gourville","16170","GOURVILLE                             ",54,16,"251,9887172467","571,9743899409",252,572
"16157","Le Grand-Madieu","16450","LE GRAND MADIEU                       ",54,16,"69,2307692308",150,69,150
"16158","Grassac","16380","GRASSAC                               ",54,16,"129,0374125627","301,0872959795",129,301
"16160","Guimps","16300","GUIMPS                                ",54,16,"204,8644067797","469,9830508475",205,470
"16161","Guizengeard","16480","GUIZENGEARD                           ",54,16,"68,4473684211","140,9210526316",68,141
"16162","Gurat","16320","GURAT                                 ",54,16,"91,9578947368","191,5789473684",92,192
"16163","Hiersac","16290","HIERSAC                               ",54,16,"454,1034327132","985,9362818367",454,986
"16164","Hiesse","16490","HIESSE                                ",54,16,"119,5041322314","253,9462809917",120,254
"16165","Houlette","16200","HOULETTE                              ",54,16,"158,3631713555","380,0716112532",158,380
"16166","L'Isle-d'Espagnac","16340","L ISLE D ESPAGNAC                     ",54,16,"2404,1002991894","5007,7179811082",2404,5008
"16167","Jarnac","16200","JARNAC                                ",54,16,2164,4168,2164,4168
"16168","Jauldes","16560","JAULDES                               ",54,16,"321,0621761658","749,1450777202",321,749
"16169","Javrezac","16100","JAVREZAC                              ",54,16,"288,3096366509","616,1137440758",288,616
"16170","Juignac","16190","JUIGNAC                               ",54,16,"153,2427378167","330,0612814514",153,330
"16171","Juillac-le-Coq","16130","JUILLAC LE COQ                        ",54,16,"282,9341317365","666,9161676647",283,667
"16172","Juillaguet","16320","JUILLAGUET                            ",54,16,"61,2676056338","155,2112676056",61,155
"16173","Juillé","16230","JUILLE                                ",54,16,84,188,84,188
"16174","Julienne","16200","JULIENNE                              ",54,16,"188,944","493,568",189,494
"16175","Jurignac","16250","JURIGNAC                              ",54,16,"248,2737642586","580,783269962",248,581
"16176","Lachaise","16300","LACHAISE                              ",54,16,"130,7380952381","319,1547619048",131,319
"16177","Ladiville","16120","LADIVILLE                             ",54,16,52,124,52,124
"16178","Lagarde-sur-le-Né","16300","LAGARDE SUR LE NE                     ",54,16,"82,8571428571","182,2857142857",83,182
"16179","Lamérac","16300","LAMERAC                               ",54,16,92,204,92,204
"16180","Laprade","16390","LAPRADE                               ",54,16,"108,0762711864","227,0593220339",108,227
"16181","Lessac","16500","LESSAC                                ",54,16,"252,0071813285","560,9192100539",252,561
"16182","Lesterps","16420","LESTERPS                              ",54,16,"214,5135699374","466,1544885177",215,466
"16183","Lésignac-Durand","16310","LESIGNAC DURAND                       ",54,16,"89,988700565","184,0677966102",90,184
"16184","Lichères","16460","LICHERES                              ",54,16,44,92,44,92
"16185","Ligné","16140","LIGNE                                 ",54,16,"77,8765432099","163,950617284",78,164
"16186","Lignières-Sonneville","16130","LIGNIERES SONNEVILLE                  ",54,16,"255,297204523","557,7577480341",255,558
"16187","Linars","16730","LINARS                                ",54,16,"912,9173076923",2073,913,2073
"16188","Le Lindois","16310","LE LINDOIS                            ",54,16,152,328,152,328
"16189","Londigny","16700","LONDIGNY                              ",54,16,"109,3170731707","251,0243902439",109,251
"16190","Longré","16240","LONGRE                                ",54,16,100,212,100,212
"16191","Lonnes","16230","LONNES                                ",54,16,"72,7810650888","164,9704142012",73,165
"16192","Roumazières-Loubert","16270","ROUMAZIERES LOUBERT                   ",54,16,"1208,2417514513","2460,0333726994",1208,2460
"16193","Louzac-Saint-André","16100","LOUZAC SAINT ANDRE                       ",54,16,408,1012,408,1012
"16194","Lupsault","16140","LUPSAULT                              ",54,16,"64,8979591837","112,4897959184",65,112
"16195","Lussac","16450","LUSSAC                                ",54,16,116,284,116,284
"16196","Luxé","16230","LUXE                                  ",54,16,"347,3366673148","719,4830965807",347,719
"16197","La Magdeleine","16240","LA MAGDELEINE                         ",54,16,56,140,56,140
"16198","Magnac-Lavalette-Villars","16320","MAGNAC LAVALETTE VILLARS              ",54,16,"179,2266666667","427,0933333333",179,427
"16199","Magnac-sur-Touvre","16600","MAGNAC SUR TOUVRE                     ",54,16,"1379,0980392157","3069,9921568627",1379,3070
"16200","Maine-de-Boixe","16230","MAINE DE BOIXE                        ",54,16,192,464,192,464
"16201","Mainfonds","16250","MAINFONDS                             ",54,16,"79,5398230088","200,7433628319",80,201
"16202","Mainxe","16200","MAINXE                                ",54,16,"277,0951008646","704,9625360231",277,705
"16203","Mainzac","16380","MAINZAC                               ",54,16,48,92,48,92
"16204","Malaville","16120","MALAVILLE                             ",54,16,180,428,180,428
"16205","Manot","16500","MANOT                                 ",54,16,252,564,252,564
"16206","Mansle","16230","MANSLE                                ",54,16,"782,0068556752","1547,4633017066",782,1547
"16207","Marcillac-Lanville","16140","MARCILLAC LANVILLE                    ",54,16,260,572,260,572
"16208","Mareuil","16170","MAREUIL                               ",54,16,"167,5902439024","399,0243902439",168,399
"16209","Marillac-le-Franc","16110","MARILLAC LE FRANC                     ",54,16,"335,3969849246","811,5778894472",335,812
"16210","Marsac","16570","MARSAC                                ",54,16,340,852,340,852
"16211","Marthon","16380","MARTHON                               ",54,16,"255,7883557485","532,8924078095",256,533
"16212","Massignac","16310","MASSIGNAC                             ",54,16,184,404,184,404
"16213","Mazerolles","16310","MAZEROLLES                            ",54,16,"162,6382978723","341,9574468085",163,342
"16214","Mazières","16270","MAZIERES                              ",54,16,"39,595959596","87,1111111111",40,87
"16215","Médillac","16210","MEDILLAC                              ",54,16,76,160,76,160
"16216","Mérignac","16200","MERIGNAC                              ",54,16,"322,1680216802","753,0677506775",322,753
"16217","Merpins","16100","MERPINS                               ",54,16,"436,9414101291","1000,9930486594",437,1001
"16218","Mesnac","16370","MESNAC                                ",54,16,"153,858190709","404,8899755501",154,405
"16220","Les Métairies","16200","LES METAIRIES                         ",54,16,"255,4506437768","629,9284692418",255,630
"16221","Mons","16140","MONS                                  ",54,16,"105,2380952381","250,9523809524",105,251
"16222","Montboyer","16620","MONTBOYER                             ",54,16,"185,8823529412","387,9283887468",186,388
"16223","Montbron","16220","MONTBRON                              ",54,16,"1024,0423850395","2066,7937251825",1024,2067
"16224","Montchaude","16300","MONTCHAUDE                            ",54,16,"229,4222222222",534,229,534
"16225","Montemboeuf","16310","MONTEMBOEUF                           ",54,16,"330,4332344214","697,1335311573",330,697
"16226","Montignac-Charente","16330","MONTIGNAC CHARENTE                    ",54,16,"333,3426573427","725,5104895105",333,726
"16227","Montignac-le-Coq","16390","MONTIGNAC LE COQ                      ",54,16,60,128,60,128
"16228","Montigné","16170","MONTIGNE                              ",54,16,"64,7950310559","149,8385093168",65,150
"16229","Montjean","16240","MONTJEAN                              ",54,16,"120,2272727273","256,1363636364",120,256
"16230","Montmoreau-Saint-Cybard","16190","MONTMOREAU SAINT CYBARD                  ",54,16,"509,4859630532","1035,0187280924",509,1035
"16231","Montrollet","16420","MONTROLLET                            ",54,16,"151,006514658","308,9218241042",151,309
"16232","Mornac","16600","MORNAC                                ",54,16,"874,9002726889","2157,6185829342",875,2158
"16233","Mosnac","16120","MOSNAC                                ",54,16,176,452,176,452
"16234","Moulidars","16290","MOULIDARS                             ",54,16,"300,4359673025","726,7302452316",300,727
"16236","Mouthiers-sur-Boëme","16440","MOUTHIERS SUR BOEME                   ",54,16,"1018,9934585919","2480,0899057934",1019,2480
"16237","Mouton","16460","MOUTON                                ",54,16,"105,2307692308","229,9487179487",105,230
"16238","Moutonneau","16460","MOUTONNEAU                            ",54,16,52,112,52,112
"16239","Mouzon","16310","MOUZON                                ",54,16,"76,4210526316","143,9097744361",76,144
"16240","Nabinaud","16390","NABINAUD                              ",54,16,36,80,36,80
"16241","Nanclars","16230","NANCLARS                              ",54,16,92,196,92,196
"16242","Nanteuil-en-Vallée","16700","NANTEUIL EN VALLEE                    ",54,16,"678,8741619294","1464,3157795105",679,1464
"16243","Nercillac","16200","NERCILLAC                             ",54,16,"445,1103955842",1045,445,1045
"16244","Nersac","16440","NERSAC                                ",54,16,"1103,9238203906","2459,3288606944",1104,2459
"16245","Nieuil","16270","NIEUIL                                ",54,16,"400,4362050164","900,9814612868",400,901
"16246","Nonac","16190","NONAC                                 ",54,16,"128,5734372353","305,3619134339",129,305
"16247","Nonaville","16120","NONAVILLE                             ",54,16,"84,8704663212","189,9481865285",85,190
"16248","Oradour","16140","ORADOUR                               ",54,16,"90,3783783784","184,8648648649",90,185
"16249","Oradour-Fanais","16500","ORADOUR FANAIS                        ",54,16,"168,4375","397,03125",168,397
"16250","Orgedeuil","16220","ORGEDEUIL                             ",54,16,"103,0956521739","226,0173913043",103,226
"16251","Oriolles","16480","ORIOLLES                              ",54,16,112,276,112,276
"16252","Orival","16210","ORIVAL                                ",54,16,72,144,72,144
"16253","Paizay-Naudouin-Embourie","16240","PAIZAY NAUDOUIN EMBOURIE              ",54,16,"176,4791666667","398,1041666667",176,398
"16254","Palluaud","16390","PALLUAUD                              ",54,16,"109,2793522267","234,1700404858",109,234
"16255","Parzac","16450","PARZAC                                ",54,16,"70,4460431655","133,0647482014",70,133
